0;0;0;1409,000000;4769,000000;2499,000000
0;0;0;4770,000000;7751,000000;2499,000000
32;256;512;7752,000000;10291,000000;2499,000000
0;0;0;1405,000000;4727,000000;2499,000000
32;256;512;4728,000000;7154,000000;2499,000000
0;0;0;7155,000000;10236,000000;2499,000000
0;0;0;1403,000000;4757,000000;2499,000000
0;0;0;4759,000000;7776,000000;2499,000000
32;256;512;7777,000000;10301,000000;2499,000000
0;0;0;1414,000000;4798,000000;2499,000000
32;256;512;4801,000000;7275,000000;2499,000000
0;0;0;7277,000000;10404,000000;2499,000000
0;0;0;1497,000000;4937,000000;2499,000000
0;0;0;4939,000000;8017,000000;2499,000000
32;256;512;8019,000000;10568,000000;2499,000000
0;0;0;1468,000000;4869,000000;2499,000000
32;256;512;4871,000000;7434,000000;2499,000000
0;0;0;7435,000000;10556,000000;2499,000000
0;0;0;1488,000000;5177,000000;2499,000000
0;0;0;5178,000000;8452,000000;2499,000000
32;256;512;8454,000000;11193,000000;2499,000000
0;0;0;1479,000000;4987,000000;2499,000000
32;256;512;4988,000000;7506,000000;2499,000000
0;0;0;7508,000000;10672,000000;2499,000000
0;0;0;1939,000000;8244,000000;2499,000000
32;256;512;8248,000000;0;0;0;1908,000000;0;0;0;1880,000000;0;0;0;2046,000000;0;0;0;1809,000000;